Source,Target,Type,Weight
110,60,Undirected,1
110,62,Undirected,1
110,63,Undirected,1
110,64,Undirected,1
110,66,Undirected,1
110,67,Undirected,1
110,68,Undirected,2
110,70,Undirected,4
110,71,Undirected,4
110,75,Undirected,9
110,76,Undirected,2
110,77,Undirected,2
110,78,Undirected,1
110,79,Undirected,2
110,80,Undirected,9
110,84,Undirected,1
110,89,Undirected,1
110,91,Undirected,10
110,92,Undirected,6
110,95,Undirected,10
110,98,Undirected,10
110,100,Undirected,2
110,102,Undirected,6
110,103,Undirected,5
110,106,Undirected,1
110,107,Undirected,2
110,108,Undirected,1
110,109,Undirected,6
112,1,Undirected,85
112,2,Undirected,73
112,3,Undirected,68
112,4,Undirected,69
112,5,Undirected,21
112,8,Undirected,4
112,9,Undirected,5
112,10,Undirected,3
112,11,Undirected,4
112,12,Undirected,9
112,13,Undirected,1
112,16,Undirected,2
112,21,Undirected,1
112,25,Undirected,6
112,26,Undirected,1
112,27,Undirected,20
112,29,Undirected,3
112,30,Undirected,2
112,31,Undirected,2
112,33,Undirected,18
112,34,Undirected,25
112,35,Undirected,40
112,36,Undirected,12
112,37,Undirected,1
112,38,Undirected,16
112,41,Undirected,9
112,42,Undirected,14
112,43,Undirected,22
112,45,Undirected,42
112,46,Undirected,24
112,50,Undirected,5
112,53,Undirected,1
112,55,Undirected,66
112,57,Undirected,2
112,58,Undirected,3
112,59,Undirected,8
112,61,Undirected,1
112,64,Undirected,1
112,66,Undirected,4
112,70,Undirected,5
112,71,Undirected,4
112,75,Undirected,11
112,79,Undirected,1
112,80,Undirected,5
112,81,Undirected,2
112,84,Undirected,1
112,88,Undirected,1
112,89,Undirected,1
112,91,Undirected,2
112,92,Undirected,3
112,95,Undirected,15
112,98,Undirected,9
112,102,Undirected,1
112,103,Undirected,4
112,110,Undirected,10
113,1,Undirected,7
113,2,Undirected,6
113,3,Undirected,7
113,4,Undirected,7
113,6,Undirected,1
113,8,Undirected,1
113,9,Undirected,1
113,10,Undirected,1
113,11,Undirected,1
113,12,Undirected,2
113,16,Undirected,2
113,21,Undirected,1
113,23,Undirected,1
113,27,Undirected,2
113,33,Undirected,3
113,34,Undirected,3
113,35,Undirected,1
113,36,Undirected,2
113,38,Undirected,1
113,42,Undirected,2
113,45,Undirected,3
113,46,Undirected,3
113,55,Undirected,2
113,58,Undirected,1
113,59,Undirected,2
113,75,Undirected,2
113,89,Undirected,1
113,103,Undirected,1
113,110,Undirected,2
113,112,Undirected,3
114,1,Undirected,2
114,2,Undirected,2
114,3,Undirected,2
114,4,Undirected,2
114,5,Undirected,1
114,27,Undirected,1
114,41,Undirected,1
114,42,Undirected,1
114,44,Undirected,1
114,46,Undirected,2
114,58,Undirected,1
114,62,Undirected,1
114,91,Undirected,1
114,98,Undirected,2
114,110,Undirected,1
115,1,Undirected,2
115,2,Undirected,2
115,3,Undirected,1
115,4,Undirected,2
115,5,Undirected,1
115,35,Undirected,1
115,50,Undirected,1
115,52,Undirected,1
115,75,Undirected,1
116,1,Undirected,1
116,2,Undirected,1
116,3,Undirected,1
116,4,Undirected,1
116,9,Undirected,1
116,29,Undirected,1
116,45,Undirected,1
117,1,Undirected,3
117,2,Undirected,3
117,3,Undirected,3
117,4,Undirected,2
117,5,Undirected,2
117,9,Undirected,1
117,12,Undirected,1
117,27,Undirected,2
117,29,Undirected,2
117,45,Undirected,2
117,55,Undirected,1
117,98,Undirected,1
117,112,Undirected,1
117,116,Undirected,1
118,1,Undirected,3
118,2,Undirected,4
118,3,Undirected,4
118,4,Undirected,4
118,5,Undirected,1
118,29,Undirected,1
118,36,Undirected,1
118,59,Undirected,1
118,91,Undirected,4
118,92,Undirected,1
118,110,Undirected,3
119,1,Undirected,14
119,2,Undirected,13
119,3,Undirected,15
119,4,Undirected,13
119,5,Undirected,6
119,10,Undirected,1
119,11,Undirected,1
119,12,Undirected,2
119,13,Undirected,1
119,21,Undirected,1
119,27,Undirected,6
119,31,Undirected,1
119,33,Undirected,2
119,34,Undirected,4
119,35,Undirected,9
119,36,Undirected,5
119,38,Undirected,5
119,41,Undirected,3
119,42,Undirected,7
119,43,Undirected,7
119,44,Undirected,2
119,45,Undirected,9
119,46,Undirected,5
119,50,Undirected,4
119,53,Undirected,1
119,55,Undirected,6
119,58,Undirected,2
119,59,Undirected,4
119,66,Undirected,1
119,75,Undirected,4
119,80,Undirected,3
119,81,Undirected,1
119,91,Undirected,2
119,95,Undirected,3
119,98,Undirected,1
119,102,Undirected,1
119,103,Undirected,2
119,106,Undirected,1
119,107,Undirected,1
119,109,Undirected,1
119,110,Undirected,8
119,112,Undirected,6
119,118,Undirected,1
120,1,Undirected,9
120,2,Undirected,10
120,3,Undirected,10
120,4,Undirected,8
120,5,Undirected,4
120,8,Undirected,2
120,9,Undirected,2
120,10,Undirected,2
120,11,Undirected,1
120,12,Undirected,2
120,21,Undirected,1
120,27,Undirected,3
120,33,Undirected,2
120,34,Undirected,3
120,35,Undirected,2
120,36,Undirected,1
120,38,Undirected,1
120,42,Undirected,3
120,43,Undirected,2
120,45,Undirected,1
120,46,Undirected,2
120,48,Undirected,2
120,53,Undirected,1
120,55,Undirected,1
120,68,Undirected,1
120,75,Undirected,2
120,91,Undirected,2
120,92,Undirected,1
120,95,Undirected,3
120,110,Undirected,2
120,112,Undirected,1
120,118,Undirected,1
121,1,Undirected,1
121,2,Undirected,1
121,3,Undirected,1
121,4,Undirected,1
121,5,Undirected,1
121,11,Undirected,1
121,36,Undirected,1
121,120,Undirected,1
122,1,Undirected,13
122,2,Undirected,12
122,3,Undirected,11
122,4,Undirected,9
122,5,Undirected,2
122,6,Undirected,1
122,8,Undirected,2
122,9,Undirected,3
122,10,Undirected,3
122,12,Undirected,1
122,21,Undirected,1
122,25,Undirected,2
122,27,Undirected,2
122,33,Undirected,4
122,34,Undirected,4
122,35,Undirected,5
122,36,Undirected,5
122,37,Undirected,1
122,38,Undirected,3
122,41,Undirected,1
122,42,Undirected,3
122,44,Undirected,1
122,45,Undirected,4
122,46,Undirected,5
122,50,Undirected,1
122,52,Undirected,1
122,55,Undirected,2
122,59,Undirected,1
122,70,Undirected,1
122,71,Undirected,1
122,75,Undirected,1
122,79,Undirected,1
122,80,Undirected,2
122,92,Undirected,1
122,95,Undirected,5
122,98,Undirected,3
122,102,Undirected,1
122,103,Undirected,1
122,104,Undirected,1
122,110,Undirected,1
122,112,Undirected,2
122,113,Undirected,1
122,114,Undirected,1
122,120,Undirected,1
123,1,Undirected,52
123,2,Undirected,44
123,3,Undirected,49
123,4,Undirected,50
123,5,Undirected,13
123,8,Undirected,6
123,9,Undirected,7
123,10,Undirected,6
123,11,Undirected,6
123,12,Undirected,7
123,21,Undirected,1
123,25,Undirected,5
123,27,Undirected,10
123,28,Undirected,1
123,29,Undirected,2
123,30,Undirected,1
123,33,Undirected,9
123,34,Undirected,14
123,35,Undirected,13
123,36,Undirected,12
123,37,Undirected,1
123,38,Undirected,10
123,39,Undirected,1
123,41,Undirected,7
123,42,Undirected,25
123,43,Undirected,5
123,44,Undirected,1
123,45,Undirected,15
123,46,Undirected,16
123,48,Undirected,1
123,50,Undirected,4
123,55,Undirected,8
123,57,Undirected,2
123,58,Undirected,13
123,59,Undirected,4
123,62,Undirected,2
123,65,Undirected,1
123,70,Undirected,1
123,71,Undirected,1
123,75,Undirected,5
123,80,Undirected,7
123,81,Undirected,1
123,82,Undirected,1
123,83,Undirected,1
123,84,Undirected,1
123,91,Undirected,4
123,92,Undirected,1
123,93,Undirected,1
123,95,Undirected,17
123,98,Undirected,6
123,100,Undirected,1
123,102,Undirected,1
123,103,Undirected,7
123,104,Undirected,3
123,110,Undirected,14
123,112,Undirected,9
123,114,Undirected,1
123,119,Undirected,5
123,120,Undirected,1
123,122,Undirected,4
124,1,Undirected,11
124,2,Undirected,11
124,3,Undirected,9
124,4,Undirected,10
124,5,Undirected,3
124,8,Undirected,1
124,9,Undirected,1
124,10,Undirected,1
124,12,Undirected,2
124,25,Undirected,2
124,27,Undirected,2
124,28,Undirected,1
124,30,Undirected,1
124,33,Undirected,2
124,34,Undirected,3
124,35,Undirected,2
124,36,Undirected,3
124,38,Undirected,2
124,42,Undirected,3
124,45,Undirected,1
124,46,Undirected,2
124,50,Undirected,1
124,55,Undirected,2
124,58,Undirected,1
124,59,Undirected,2
124,73,Undirected,1
124,75,Undirected,3
124,80,Undirected,2
124,91,Undirected,3
124,93,Undirected,2
124,95,Undirected,3
124,98,Undirected,3
124,101,Undirected,1
124,103,Undirected,1
124,110,Undirected,3
124,112,Undirected,2
124,118,Undirected,1
124,119,Undirected,1
124,120,Undirected,1
124,123,Undirected,1
125,1,Undirected,1
125,2,Undirected,1
125,3,Undirected,1
125,4,Undirected,1
125,91,Undirected,1
125,110,Undirected,1
125,118,Undirected,1
125,120,Undirected,1
125,124,Undirected,1
126,1,Undirected,12
126,2,Undirected,10
126,3,Undirected,7
126,4,Undirected,8
126,5,Undirected,1
126,11,Undirected,1
126,12,Undirected,9
126,16,Undirected,2
126,25,Undirected,2
126,27,Undirected,4
126,33,Undirected,1
126,34,Undirected,2
126,36,Undirected,2
126,42,Undirected,3
126,45,Undirected,3
126,46,Undirected,4
126,71,Undirected,1
126,73,Undirected,1
126,75,Undirected,1
126,80,Undirected,1
126,84,Undirected,1
126,89,Undirected,1
126,98,Undirected,2
126,103,Undirected,1
126,109,Undirected,1
126,110,Undirected,3
126,113,Undirected,1
126,123,Undirected,2
127,1,Undirected,1
127,2,Undirected,1
127,3,Undirected,1
127,4,Undirected,1
127,41,Undirected,1
127,50,Undirected,1
128,1,Undirected,2
128,2,Undirected,2
128,3,Undirected,1
128,4,Undirected,2
128,5,Undirected,1
128,33,Undirected,1
128,34,Undirected,1
128,36,Undirected,1
128,38,Undirected,1
128,59,Undirected,1
128,75,Undirected,1
128,91,Undirected,1
128,110,Undirected,1
128,124,Undirected,1
129,1,Undirected,1
129,2,Undirected,1
129,3,Undirected,1
129,4,Undirected,1
129,5,Undirected,1
130,1,Undirected,5
130,2,Undirected,5
130,3,Undirected,5
130,4,Undirected,4
130,5,Undirected,3
130,27,Undirected,2
130,35,Undirected,3
130,43,Undirected,1
130,45,Undirected,1
130,55,Undirected,1
130,67,Undirected,1
130,75,Undirected,1
130,80,Undirected,1
130,92,Undirected,1
130,112,Undirected,1
130,129,Undirected,1
131,1,Undirected,10
131,2,Undirected,9
131,3,Undirected,8
131,4,Undirected,6
131,5,Undirected,1
131,8,Undirected,1
131,9,Undirected,1
131,10,Undirected,1
131,27,Undirected,2
131,35,Undirected,3
131,36,Undirected,1
131,37,Undirected,1
131,41,Undirected,2
131,42,Undirected,2
131,45,Undirected,4
131,46,Undirected,3
131,50,Undirected,2
131,52,Undirected,2
131,55,Undirected,2
131,59,Undirected,1
131,66,Undirected,1
131,75,Undirected,1
131,80,Undirected,2
131,92,Undirected,1
131,95,Undirected,3
131,98,Undirected,1
131,102,Undirected,1
131,103,Undirected,2
131,110,Undirected,2
131,112,Undirected,3
131,122,Undirected,2
131,123,Undirected,2
132,1,Undirected,29
132,2,Undirected,28
132,3,Undirected,25
132,4,Undirected,23
132,5,Undirected,4
132,8,Undirected,2
132,9,Undirected,3
132,10,Undirected,2
132,11,Undirected,4
132,12,Undirected,5
132,13,Undirected,2
132,18,Undirected,1
132,21,Undirected,1
132,25,Undirected,2
132,27,Undirected,10
132,29,Undirected,3
132,30,Undirected,2
132,33,Undirected,4
132,34,Undirected,4
132,35,Undirected,10
132,36,Undirected,10
132,37,Undirected,1
132,38,Undirected,4
132,41,Undirected,1
132,42,Undirected,6
132,43,Undirected,4
132,44,Undirected,2
132,45,Undirected,8
132,46,Undirected,12
132,50,Undirected,2
132,55,Undirected,5
132,58,Undirected,1
132,59,Undirected,4
132,60,Undirected,1
132,70,Undirected,3
132,71,Undirected,3
132,73,Undirected,1
132,75,Undirected,3
132,76,Undirected,1
132,77,Undirected,1
132,79,Undirected,1
132,80,Undirected,3
132,87,Undirected,3
132,88,Undirected,2
132,89,Undirected,1
132,91,Undirected,1
132,92,Undirected,1
132,95,Undirected,6
132,102,Undirected,1
132,103,Undirected,4
132,106,Undirected,1
132,110,Undirected,6
132,112,Undirected,7
132,119,Undirected,1
132,120,Undirected,1
132,122,Undirected,2
132,123,Undirected,2
133,1,Undirected,4
133,2,Undirected,4
133,3,Undirected,4
133,4,Undirected,4
133,5,Undirected,2
133,23,Undirected,1
133,27,Undirected,1
133,38,Undirected,1
133,46,Undirected,1
133,67,Undirected,1
133,104,Undirected,1
134,1,Undirected,3
134,2,Undirected,3
134,3,Undirected,2
134,4,Undirected,3
134,5,Undirected,3
134,16,Undirected,1
134,27,Undirected,1
134,33,Undirected,1
134,34,Undirected,2
134,35,Undirected,1
134,36,Undirected,1
134,41,Undirected,1
134,43,Undirected,1
134,46,Undirected,1
134,55,Undirected,1
134,92,Undirected,1
134,110,Undirected,1
134,112,Undirected,1
135,1,Undirected,2
135,2,Undirected,2
135,3,Undirected,2
135,4,Undirected,2
135,5,Undirected,1
135,33,Undirected,1
135,34,Undirected,1
135,35,Undirected,1
135,41,Undirected,1
135,73,Undirected,1
136,1,Undirected,1
136,2,Undirected,1
136,3,Undirected,1
136,4,Undirected,1
136,35,Undirected,1
136,41,Undirected,1
136,135,Undirected,1
137,1,Undirected,7
137,2,Undirected,5
137,3,Undirected,5
137,4,Undirected,3
137,5,Undirected,4
137,8,Undirected,2
137,9,Undirected,2
137,10,Undirected,2
137,11,Undirected,1
137,31,Undirected,1
137,34,Undirected,1
137,35,Undirected,1
137,36,Undirected,2
137,41,Undirected,2
137,42,Undirected,1
137,45,Undirected,3
137,46,Undirected,2
137,50,Undirected,1
137,55,Undirected,1
137,59,Undirected,1
137,66,Undirected,1
137,75,Undirected,1
137,80,Undirected,1
137,85,Undirected,1
137,86,Undirected,1
137,95,Undirected,2
137,98,Undirected,1
137,99,Undirected,1
137,112,Undirected,1
137,119,Undirected,1
137,120,Undirected,1
137,121,Undirected,1
138,1,Undirected,35
138,2,Undirected,31
138,3,Undirected,35
138,4,Undirected,31
138,5,Undirected,6
138,8,Undirected,6
138,9,Undirected,7
138,10,Undirected,6
138,11,Undirected,2
138,12,Undirected,5
138,21,Undirected,2
138,25,Undirected,5
138,26,Undirected,2
138,27,Undirected,10
138,33,Undirected,4
138,34,Undirected,8
138,35,Undirected,10
138,36,Undirected,7
138,38,Undirected,1
138,41,Undirected,3
138,42,Undirected,12
138,43,Undirected,3
138,45,Undirected,11
138,46,Undirected,13
138,50,Undirected,3
138,53,Undirected,1
138,55,Undirected,7
138,58,Undirected,7
138,59,Undirected,1
138,62,Undirected,1
138,70,Undirected,1
138,71,Undirected,2
138,75,Undirected,6
138,79,Undirected,1
138,80,Undirected,5
138,82,Undirected,1
138,83,Undirected,1
138,84,Undirected,1
138,91,Undirected,3
138,92,Undirected,1
138,95,Undirected,17
138,98,Undirected,3
138,100,Undirected,1
138,102,Undirected,2
138,103,Undirected,3
138,104,Undirected,3
138,110,Undirected,10
138,112,Undirected,10
138,113,Undirected,1
138,117,Undirected,1
138,119,Undirected,1
138,120,Undirected,2
138,122,Undirected,2
138,123,Undirected,8
138,124,Undirected,2
138,130,Undirected,1
138,131,Undirected,1
138,132,Undirected,1
140,1,Undirected,1
140,2,Undirected,1
140,3,Undirected,2
140,4,Undirected,2
140,11,Undirected,1
140,13,Undirected,2
140,27,Undirected,1
140,46,Undirected,1
140,76,Undirected,1
140,77,Undirected,1
140,110,Undirected,2
140,132,Undirected,1
141,1,Undirected,1
141,2,Undirected,1
141,3,Undirected,1
141,4,Undirected,1
141,29,Undirected,1
141,35,Undirected,1
141,36,Undirected,1
141,41,Undirected,1
141,46,Undirected,1
141,55,Undirected,1
141,92,Undirected,1
141,112,Undirected,1
142,1,Undirected,6
142,2,Undirected,6
142,3,Undirected,5
142,4,Undirected,4
142,9,Undirected,1
142,11,Undirected,1
142,12,Undirected,3
142,16,Undirected,1
142,25,Undirected,1
142,27,Undirected,2
142,33,Undirected,2
142,34,Undirected,2
142,35,Undirected,1
142,36,Undirected,1
142,38,Undirected,1
142,42,Undirected,1
142,45,Undirected,2
142,46,Undirected,5
142,50,Undirected,1
142,55,Undirected,1
142,62,Undirected,1
142,75,Undirected,1
142,80,Undirected,2
142,95,Undirected,2
142,104,Undirected,1
142,110,Undirected,2
142,112,Undirected,1
142,119,Undirected,1
142,123,Undirected,1
142,124,Undirected,1
142,126,Undirected,2
142,138,Undirected,2
143,1,Undirected,1
143,3,Undirected,1
143,4,Undirected,1
143,45,Undirected,1
143,55,Undirected,1
143,112,Undirected,1
144,1,Undirected,2
144,2,Undirected,2
144,3,Undirected,1
144,4,Undirected,1
144,27,Undirected,1
144,33,Undirected,1
144,34,Undirected,1
144,36,Undirected,1
144,38,Undirected,1
144,41,Undirected,1
144,42,Undirected,1
144,45,Undirected,1
144,55,Undirected,1
144,66,Undirected,1
144,92,Undirected,1
144,110,Undirected,1
144,112,Undirected,1
145,1,Undirected,4
145,2,Undirected,3
145,3,Undirected,3
145,4,Undirected,3
145,5,Undirected,1
145,33,Undirected,2
145,34,Undirected,2
145,36,Undirected,1
145,38,Undirected,1
145,42,Undirected,1
145,44,Undirected,1
145,46,Undirected,1
145,58,Undirected,1
145,71,Undirected,1
145,93,Undirected,1
145,95,Undirected,2
145,123,Undirected,1
145,132,Undirected,1
145,138,Undirected,1
146,1,Undirected,11
146,2,Undirected,11
146,3,Undirected,7
146,4,Undirected,6
146,5,Undirected,3
146,8,Undirected,1
146,9,Undirected,2
146,10,Undirected,1
146,12,Undirected,3
146,25,Undirected,1
146,27,Undirected,2
146,31,Undirected,1
146,33,Undirected,1
146,34,Undirected,2
146,35,Undirected,1
146,36,Undirected,1
146,38,Undirected,2
146,41,Undirected,2
146,42,Undirected,3
146,43,Undirected,1
146,45,Undirected,5
146,46,Undirected,2
146,50,Undirected,4
146,55,Undirected,4
146,57,Undirected,1
146,59,Undirected,2
146,64,Undirected,1
146,66,Undirected,2
146,75,Undirected,4
146,80,Undirected,1
146,84,Undirected,1
146,92,Undirected,1
146,98,Undirected,5
146,100,Undirected,1
146,102,Undirected,1
146,103,Undirected,1
146,105,Undirected,1
146,106,Undirected,1
146,110,Undirected,2
146,112,Undirected,4
146,117,Undirected,1
146,119,Undirected,1
146,123,Undirected,1
146,124,Undirected,2
146,131,Undirected,1
146,137,Undirected,1
146,138,Undirected,2
146,145,Undirected,1
147,1,Undirected,4
147,2,Undirected,4
147,3,Undirected,3
147,4,Undirected,3
147,5,Undirected,1
147,33,Undirected,4
147,34,Undirected,4
147,38,Undirected,1
147,45,Undirected,1
147,46,Undirected,1
147,55,Undirected,1
147,75,Undirected,1
147,80,Undirected,1
147,95,Undirected,1
147,98,Undirected,1
147,112,Undirected,3
147,138,Undirected,1
147,145,Undirected,1
147,146,Undirected,1
148,1,Undirected,1
148,71,Undirected,1
148,75,Undirected,1
149,1,Undirected,1
149,2,Undirected,1
149,3,Undirected,1
149,4,Undirected,1
149,103,Undirected,1
149,104,Undirected,1
149,105,Undirected,1
149,106,Undirected,1
150,1,Undirected,1
150,2,Undirected,1
150,3,Undirected,1
150,4,Undirected,1
150,5,Undirected,1
150,74,Undirected,1
150,75,Undirected,1
151,1,Undirected,1
151,2,Undirected,1
151,3,Undirected,1
151,4,Undirected,1
151,33,Undirected,1
151,34,Undirected,1
151,112,Undirected,1
151,113,Undirected,1
152,1,Undirected,1
152,2,Undirected,1
152,3,Undirected,1
152,46,Undirected,1
152,55,Undirected,1
152,56,Undirected,1
153,1,Undirected,1
153,2,Undirected,1
153,3,Undirected,1
153,46,Undirected,1
153,131,Undirected,1
154,1,Undirected,1
154,2,Undirected,1
154,3,Undirected,1
154,46,Undirected,1
154,131,Undirected,1
154,153,Undirected,1
155,1,Undirected,1
155,2,Undirected,1
155,3,Undirected,1
155,4,Undirected,1
155,5,Undirected,1
155,90,Undirected,1
156,1,Undirected,1
156,2,Undirected,1
156,3,Undirected,1
156,35,Undirected,1
156,43,Undirected,1
156,112,Undirected,1
157,1,Undirected,1
157,2,Undirected,1
157,3,Undirected,1
157,4,Undirected,1
157,5,Undirected,1
157,102,Undirected,1
158,1,Undirected,1
158,2,Undirected,1
158,3,Undirected,1
158,4,Undirected,1
158,5,Undirected,1
158,6,Undirected,1
158,35,Undirected,1
158,38,Undirected,1
158,98,Undirected,1
158,103,Undirected,1
159,1,Undirected,1
159,2,Undirected,1
159,3,Undirected,1
159,4,Undirected,1
159,5,Undirected,1
159,6,Undirected,1
159,35,Undirected,1
159,38,Undirected,1
159,98,Undirected,1
159,103,Undirected,1
159,158,Undirected,1
160,1,Undirected,1
160,2,Undirected,1
160,3,Undirected,1
160,4,Undirected,1
160,36,Undirected,1
160,41,Undirected,1
161,1,Undirected,1
161,4,Undirected,1
161,21,Undirected,1
161,29,Undirected,1
161,80,Undirected,1
161,81,Undirected,1
162,1,Undirected,1
162,2,Undirected,1
162,3,Undirected,1
162,4,Undirected,1
162,5,Undirected,1
162,35,Undirected,1
162,100,Undirected,1
162,110,Undirected,1
163,1,Undirected,2
163,2,Undirected,2
163,3,Undirected,2
163,4,Undirected,2
163,5,Undirected,1
163,12,Undirected,1
163,26,Undirected,1
163,27,Undirected,1
163,32,Undirected,1
163,98,Undirected,1
163,103,Undirected,1
163,126,Undirected,1
164,1,Undirected,2
164,2,Undirected,2
164,3,Undirected,2
164,4,Undirected,2
164,11,Undirected,1
164,13,Undirected,1
164,33,Undirected,1
164,34,Undirected,1
164,35,Undirected,1
164,46,Undirected,1
164,68,Undirected,1
164,110,Undirected,1
165,1,Undirected,1
165,3,Undirected,1
165,4,Undirected,1
167,1,Undirected,1
167,2,Undirected,1
167,3,Undirected,1
167,4,Undirected,1
167,5,Undirected,1
167,9,Undirected,1
167,10,Undirected,1
167,35,Undirected,1
167,36,Undirected,1
167,43,Undirected,1
167,45,Undirected,1
167,68,Undirected,1
167,102,Undirected,1
167,110,Undirected,1
168,1,Undirected,1
168,3,Undirected,1
168,33,Undirected,1
168,34,Undirected,1
168,45,Undirected,1
168,110,Undirected,1
169,1,Undirected,1
169,3,Undirected,1
169,35,Undirected,1
169,43,Undirected,1
170,1,Undirected,1
170,2,Undirected,1
170,3,Undirected,1
170,4,Undirected,1
170,46,Undirected,1
170,142,Undirected,1
171,1,Undirected,2
171,2,Undirected,2
171,3,Undirected,2
171,4,Undirected,2
171,8,Undirected,1
171,9,Undirected,1
171,10,Undirected,1
171,23,Undirected,1
171,38,Undirected,2
171,50,Undirected,1
171,103,Undirected,1
171,110,Undirected,1
171,133,Undirected,1
172,1,Undirected,1
172,2,Undirected,1
172,3,Undirected,1
172,4,Undirected,1
172,5,Undirected,1
172,36,Undirected,1
173,1,Undirected,1
173,2,Undirected,1
173,3,Undirected,1
173,4,Undirected,1
173,5,Undirected,1
173,36,Undirected,1
173,172,Undirected,1
174,1,Undirected,1
174,2,Undirected,1
174,4,Undirected,1
174,38,Undirected,1
174,75,Undirected,1
175,1,Undirected,1
175,2,Undirected,1
175,4,Undirected,1
175,38,Undirected,1
175,75,Undirected,1
175,174,Undirected,1
176,1,Undirected,2
176,2,Undirected,2
176,3,Undirected,2
176,4,Undirected,2
176,9,Undirected,1
176,13,Undirected,1
176,27,Undirected,1
176,29,Undirected,1
176,45,Undirected,1
176,80,Undirected,1
176,110,Undirected,1
176,116,Undirected,1
176,117,Undirected,1
177,1,Undirected,1
177,2,Undirected,1
177,4,Undirected,1
177,30,Undirected,1
177,33,Undirected,1
177,34,Undirected,1
177,35,Undirected,1
177,43,Undirected,1
177,98,Undirected,1
178,1,Undirected,1
178,2,Undirected,1
178,3,Undirected,1
178,4,Undirected,1
178,35,Undirected,1
179,1,Undirected,1
179,2,Undirected,1
179,3,Undirected,1
179,4,Undirected,1
179,35,Undirected,1
179,178,Undirected,1
180,1,Undirected,1
180,2,Undirected,1
180,3,Undirected,1
180,4,Undirected,1
180,42,Undirected,1
180,91,Undirected,1
181,1,Undirected,1
181,2,Undirected,1
181,3,Undirected,1
181,4,Undirected,1
181,42,Undirected,1
181,91,Undirected,1
181,180,Undirected,1
182,1,Undirected,1
182,4,Undirected,1
182,110,Undirected,1
182,123,Undirected,1
182,138,Undirected,1
183,1,Undirected,1
183,4,Undirected,1
183,110,Undirected,1
183,123,Undirected,1
183,138,Undirected,1
183,182,Undirected,1
184,1,Undirected,1
184,4,Undirected,1
184,110,Undirected,1
184,123,Undirected,1
184,138,Undirected,1
184,182,Undirected,1
184,183,Undirected,1
185,1,Undirected,1
185,2,Undirected,1
185,4,Undirected,1
185,35,Undirected,1
185,43,Undirected,1
185,55,Undirected,1
186,1,Undirected,1
186,2,Undirected,1
186,3,Undirected,1
186,4,Undirected,1
186,12,Undirected,1
186,27,Undirected,1
186,38,Undirected,1
186,42,Undirected,1
187,1,Undirected,1
187,2,Undirected,1
187,3,Undirected,1
187,4,Undirected,1
187,29,Undirected,1
187,35,Undirected,1
187,36,Undirected,1
187,41,Undirected,1
187,46,Undirected,1
187,55,Undirected,1
187,92,Undirected,1
187,112,Undirected,1
187,141,Undirected,1
188,1,Undirected,1
188,2,Undirected,1
188,3,Undirected,1
188,22,Undirected,1
188,35,Undirected,1
189,1,Undirected,1
189,2,Undirected,1
189,3,Undirected,1
189,4,Undirected,1
189,11,Undirected,1
189,33,Undirected,1
189,36,Undirected,1
189,110,Undirected,1
189,132,Undirected,1
190,1,Undirected,1
190,2,Undirected,1
190,3,Undirected,1
190,35,Undirected,1
190,38,Undirected,1
190,55,Undirected,1
190,95,Undirected,1
191,1,Undirected,1
191,4,Undirected,1
191,27,Undirected,1
192,4,Undirected,1
192,43,Undirected,1
192,98,Undirected,1
192,110,Undirected,1
193,1,Undirected,1
193,2,Undirected,1
193,35,Undirected,1
193,38,Undirected,1
193,55,Undirected,1
193,91,Undirected,1
194,1,Undirected,1
194,2,Undirected,1
194,3,Undirected,1
194,4,Undirected,1
194,6,Undirected,1
194,12,Undirected,1
194,21,Undirected,1
194,33,Undirected,1
194,36,Undirected,1
194,42,Undirected,1
194,75,Undirected,1
194,103,Undirected,1
194,113,Undirected,1
194,122,Undirected,1
195,1,Undirected,3
195,3,Undirected,3
195,4,Undirected,3
195,12,Undirected,1
195,42,Undirected,2
195,58,Undirected,1
195,80,Undirected,1
195,95,Undirected,1
195,103,Undirected,1
195,104,Undirected,1
195,110,Undirected,1
195,123,Undirected,2
195,138,Undirected,2
196,1,Undirected,1
196,2,Undirected,1
196,3,Undirected,1
196,4,Undirected,1
196,80,Undirected,1
196,91,Undirected,1
197,1,Undirected,1
197,2,Undirected,1
197,3,Undirected,1
197,4,Undirected,1
197,11,Undirected,1
197,123,Undirected,1
198,1,Undirected,2
198,2,Undirected,1
198,3,Undirected,1
198,4,Undirected,2
198,5,Undirected,1
198,27,Undirected,1
198,35,Undirected,1
198,55,Undirected,1
198,98,Undirected,1
198,112,Undirected,1
198,123,Undirected,1
199,1,Undirected,1
199,4,Undirected,1
199,27,Undirected,1
199,35,Undirected,1
199,55,Undirected,1
199,98,Undirected,1
199,112,Undirected,1
199,198,Undirected,1
200,1,Undirected,1
200,4,Undirected,1
200,27,Undirected,1
200,35,Undirected,1
200,55,Undirected,1
200,98,Undirected,1
200,112,Undirected,1
200,198,Undirected,1
200,199,Undirected,1
201,1,Undirected,1
201,2,Undirected,1
201,4,Undirected,1
201,45,Undirected,1
202,1,Undirected,1
202,2,Undirected,1
202,4,Undirected,1
202,45,Undirected,1
202,201,Undirected,1
203,1,Undirected,1
203,2,Undirected,1
203,4,Undirected,1
203,45,Undirected,1
203,55,Undirected,1
203,112,Undirected,1
204,1,Undirected,1
204,71,Undirected,1
204,110,Undirected,1
205,1,Undirected,1
